"title","year","metacritic_score","metacritic_rank","oscars_nom","oscars_win","min_oscar_nom_rank","oscar_win_rank","tie_rank"
"Me Without You",2002,67,122,0,0,84,23,5
"Home Movie",2002,67,123,0,0,84,23,6
"Karmen Gei",2002,67,124,0,0,84,23,7
"Last Dance",2002,66,125,0,0,84,23,1
"Much Ado About Something",2002,66,126,0,0,84,23,2
"Auto Focus",2002,66,127,0,0,84,23,3
"Stuart Little 2",2002,66,128,0,0,84,23,4
"Tuck Everlasting",2002,66,129,0,0,84,23,5
"I Am Trying to Break Your Heart",2002,66,130,0,0,84,23,6
"Margarita Happy Hour",2002,66,131,0,0,84,23,7
"Maelstrom",2002,66,132,0,0,84,23,8
"Notorious C.H.O.",2002,66,133,0,0,84,23,9
"A Shot at Glory",2002,66,134,0,0,84,23,10
"Barbershop",2002,66,135,0,0,84,23,11
"Spy Kids 2: Island of Lost Dreams",2002,66,136,0,0,84,23,12
"Solaris",2002,65,137,0,0,84,23,1
"E-Dreams",2002,65,138,0,0,84,23,2
"Maryam",2002,65,139,0,0,84,23,3
"One Last Kiss",2002,65,140,0,0,84,23,4
"Panic Room",2002,65,141,0,0,84,23,5
"The Powerpuff Girls",2002,65,142,0,0,84,23,6
"Sex and Lucia",2002,65,143,0,0,84,23,7
"We Were Soldiers",2002,65,144,0,0,84,23,8
"8 Women",2002,64,145,0,0,84,23,1
"Frailty",2002,64,146,0,0,84,23,2
"One Hour Photo",2002,64,147,0,0,84,23,3
"Blackboards",2002,64,148,0,0,84,23,4
"Enigma",2002,64,149,0,0,84,23,5
"Hell House",2002,64,150,0,0,84,23,6
"Peau d'homme coeur de bête",2002,64,151,0,0,84,23,7
"Stealing the Fire",2002,64,152,0,0,84,23,8
"Blood Work",2002,64,153,0,0,84,23,9
"The Mystic Masseur",2002,64,154,0,0,84,23,10
"Unfaithful",2002,63,155,0,0,84,23,1
"Drumline",2002,63,156,0,0,84,23,2
"Secretary",2002,63,157,0,0,84,23,3
"Wendigo",2002,63,158,0,0,84,23,4
"Waydowntown",2002,63,159,0,0,84,23,5
"The Way Home",2002,63,160,0,0,84,23,6
"Gaza Strip",2002,63,161,0,0,84,23,7
"Dahmer",2002,63,162,0,0,84,23,8
"Sade",2002,63,163,0,0,84,23,9
"Revolution #9",2002,63,164,0,0,84,23,10
"The Komediant",2002,63,165,0,0,84,23,11
"Biggie and Tupac",2002,63,166,0,0,84,23,12
"Harry Potter and the Chamber of Secrets",2002,63,167,0,0,84,23,13
"Happy Times",2002,63,168,0,0,84,23,14
"The Cat's Meow",2002,63,169,0,0,84,23,15
"Cuba feliz",2002,62,170,0,0,84,23,1
"Spiral",2002,62,171,0,0,84,23,2
"Antwone Fisher",2002,62,172,0,0,84,23,3
"Hush!",2002,62,173,0,0,84,23,4
"Austin Powers in Goldmember",2002,62,174,0,0,84,23,5
"Comedian",2002,62,175,0,0,84,23,6
"Santa vs. the Snowman",2002,62,176,0,0,84,23,7
"Ararat",2002,62,177,0,0,84,23,8
"My Big Fat Greek Wedding",2002,62,178,0,0,84,23,9
"In Praise of Love",2002,62,179,0,0,84,23,10
"The Isle",2002,61,180,0,0,84,23,1
"The Count of Monte Cristo",2002,61,181,0,0,84,23,2
"White Oleander",2002,61,182,0,0,84,23,3
"Frida",2002,61,183,0,0,84,23,4
"Quitting",2002,61,184,0,0,84,23,5
"Welcome to Collinwood",2002,61,185,0,0,84,23,6
"Blue Crush",2002,61,186,0,0,84,23,7
"Beijing Bicycle",2002,61,187,0,0,84,23,8
"Katakuri-ke no kôfuku",2002,60,188,0,0,84,23,1
"The Emperor's New Clothes",2002,60,189,0,0,84,23,2
"Ultimate X: The Movie",2002,60,190,0,0,84,23,3
"Asphalt Zahov",2002,60,191,0,0,84,23,4
"The Guys",2002,60,192,0,0,84,23,5
"The Crime of Padre Amaro",2002,60,193,0,0,84,23,6
"Massoud, the Afghan",2002,60,194,0,0,84,23,7
"The Importance of Being Earnest",2002,60,195,0,0,84,23,8
"Lan yu",2002,60,196,0,0,84,23,9
"Interview with the Assassin",2002,60,197,0,0,84,23,10
"Gangster No. 1",2002,60,198,0,0,84,23,11
"Red Dragon",2002,60,199,0,0,84,23,12
"The Experiment",2002,60,200,0,0,84,23,13
"The Lord of the Rings: The Return of the King",2003,94,1,1,1,74,1,1
"The Triplets of Belleville",2003,91,2,0,0,74,1,1
"Finding Nemo",2003,90,3,0,0,74,1,1
"American Splendor",2003,90,4,0,0,74,1,2
"Capturing the Friedmans",2003,90,5,0,0,74,1,3
"Lost in Translation",2003,89,6,1,0,74,1,1
"To Be and to Have",2003,87,7,0,0,74,1,1
"The Fog of War: Eleven Lessons from the Life of Robert S. McNamara",2003,87,8,0,0,74,1,2
"Marooned in Iraq",2003,86,9,0,0,74,1,1
"Ten",2003,86,10,0,0,74,1,2
"Sweet Sixteen",2003,86,11,0,0,74,1,3
"The Son",2003,86,12,0,0,74,1,4
"Love and Diane",2003,85,13,0,0,74,1,1
"Grisbi (re-release)",2003,85,14,0,0,74,1,2
"The Man Without a Past",2003,84,15,0,0,74,1,1
"Mystic River",2003,84,16,1,0,74,1,2
"Dracula: Pages from a Virgin's Diary",2003,84,17,0,0,74,1,3
"Bus 174",2003,83,18,0,0,74,1,1
"Raising Victor Vargas",2003,83,19,0,0,74,1,2
"The Magdalene Sisters",2003,83,20,0,0,74,1,3
"Winged Migration",2003,82,21,0,0,74,1,1
"School of Rock",2003,82,22,0,0,74,1,2
"Lilya 4-Ever",2003,82,23,0,0,74,1,3
"Concert for George",2003,82,24,0,0,74,1,4
"The Revolution Will Not Be Televised",2003,81,25,0,0,74,1,1
"A Mighty Wind",2003,81,26,0,0,74,1,2
"Master and Commander: The Far Side of the World",2003,81,27,1,0,74,1,3
"The Station Agent",2003,81,28,0,0,74,1,4
"My Architect",2003,81,29,0,0,74,1,5
"Wattstax (re-released)",2003,81,30,0,0,74,1,6
"Chaos",2003,81,31,0,0,74,1,7
"Crimson Gold",2003,81,32,0,0,74,1,8
"Spellbound",2003,80,33,0,0,74,1,1
"Whale Rider",2003,80,34,0,0,74,1,2
"In the Mirror of Maya Deren",2003,80,35,0,0,74,1,3
"City of God",2003,79,36,0,0,74,1,1
"Blind Spot. Hitler's Secretary",2003,79,37,0,0,74,1,2
"My Flesh and Blood",2003,78,38,0,0,74,1,1
"Painted Fire",2003,78,39,0,0,74,1,2
"Dirty Pretty Things",2003,78,40,0,0,74,1,3
"Amandla! A Revolution in Four Part Harmony",2003,78,41,0,0,74,1,4
"Hukkle",2003,77,42,0,0,74,1,1
"The Weather Underground",2003,77,43,0,0,74,1,2
"Open Hearts",2003,77,44,0,0,74,1,3
"Under the City's Skin",2003,77,45,0,0,74,1,4
"In America",2003,76,46,0,0,74,1,1
"Morning Sun",2003,76,47,0,0,74,1,2
"Blue Car",2003,76,48,0,0,74,1,3
"Japan",2003,76,49,0,0,74,1,4
"Zhantai",2003,76,50,0,0,74,1,5
"The Secret Lives of Dentists",2003,76,51,0,0,74,1,6
"OT: Our Town",2003,75,52,0,0,74,1,1
"Pistol Opera",2003,75,53,0,0,74,1,2
"Power Trip",2003,75,54,0,0,74,1,3
"Man on the Train",2003,75,55,0,0,74,1,4
"Tibet: Cry of the Snow Lion",2003,75,56,0,0,74,1,5
"Lawless Heart",2003,75,57,0,0,74,1,6
"In This World",2003,75,58,0,0,74,1,7
"Monster",2003,74,59,0,0,74,1,1
"Yadon ilaheyya",2003,74,60,0,0,74,1,2
"Lost in La Mancha",2003,74,61,0,0,74,1,3
"The Nazi Officer's Wife",2003,74,62,0,0,74,1,4
"Japanese Story",2003,73,63,0,0,74,1,1
"28 Days Later...",2003,73,64,0,0,74,1,2
"My Terrorist",2003,73,65,0,0,74,1,3
"Cuban Rafters",2003,73,66,0,0,74,1,4
"Cold Mountain",2003,73,67,0,0,74,1,5
"The Company",2003,73,68,0,0,74,1,6
"Millennium Mambo",2003,73,69,0,0,74,1,7
"Shattered Glass",2003,73,70,0,0,74,1,8
"Stevie",2003,72,71,0,0,74,1,1
"Stone Reader",2003,72,72,0,0,74,1,2
"Girl with a Pearl Earring",2003,72,73,0,0,74,1,3
"Seabiscuit",2003,72,74,1,0,74,1,4
"Charlotte Sometimes",2003,72,75,0,0,74,1,5
"Nowhere in Africa",2003,72,76,0,0,74,1,6
"Step Into Liquid",2003,72,77,0,0,74,1,7
"Manito",2003,71,78,0,0,74,1,1
"Secret Lives: Hidden Children and Their Rescuers During WWII",2003,71,79,0,0,74,1,2
"Marion Bridge",2003,71,80,0,0,74,1,3
"All the Real Girls",2003,71,81,0,0,74,1,4
"Intolerable Cruelty",2003,71,82,0,0,74,1,5
"The Embalmer",2003,71,83,0,0,74,1,6
"Carnage",2003,71,84,0,0,74,1,7
"A Woman Is a Woman",2003,71,85,0,0,74,1,8
"House of Sand and Fog",2003,71,86,0,0,74,1,9
"Holes",2003,71,87,0,0,74,1,10
"Rana's Wedding",2003,71,88,0,0,74,1,11
"Yossi & Jagger",2003,70,89,0,0,74,1,1
"The Barbarian Invasions",2003,70,90,0,0,74,1,2
"Swimming Pool",2003,70,91,0,0,74,1,3
"Owning Mahowny",2003,70,92,0,0,74,1,4
"Prisoner of Paradise",2003,70,93,0,0,74,1,5
"Millennium Actress",2003,70,94,0,0,74,1,6
"Thirteen",2003,70,95,0,0,74,1,7
"Freaky Friday",2003,70,96,0,0,74,1,8
"Elephant",2003,70,97,0,0,74,1,9
"21 Grams",2003,70,98,0,0,74,1,10
"Pieces of April",2003,70,99,0,0,74,1,11
"Bad Santa",2003,70,100,0,0,74,1,12
"Girlhood",2003,69,101,0,0,74,1,1
"The Cooler",2003,69,102,0,0,74,1,2
"Horns and Halos",2003,69,103,0,0,74,1,3
"Zero Day",2003,69,104,0,0,74,1,4
"Friday Night",2003,69,105,0,0,74,1,5
"Kill Bill: Vol. 1",2003,69,106,0,0,74,1,6
"Monsieur Ibrahim",2003,69,107,0,0,74,1,7
"Stoked: The Rise and Fall of Gator",2003,69,108,0,0,74,1,8
"The Cuckoo",2003,69,109,0,0,74,1,9
"In My Skin",2003,68,110,0,0,74,1,1
"A Housekeeper",2003,68,111,0,0,74,1,2
"Valley of Tears",2003,68,112,0,0,74,1,3
"Babí léto",2003,68,113,0,0,74,1,4
"Shaolin Soccer",2003,68,114,0,0,74,1,5
"X2: X-Men United",2003,68,115,0,0,74,1,6
"The Italian Job",2003,68,116,0,0,74,1,7
"The Good Thief",2003,68,117,0,0,74,1,8
"Ghosts of the Abyss",2003,67,118,0,0,74,1,1
"Fellini: I'm a Born Liar",2003,67,119,0,0,74,1,2
"A Decade Under the Influence",2003,67,120,0,0,74,1,3
"Better Luck Tomorrow",2003,67,121,0,0,74,1,4
"The Flower of Evil",2003,67,122,0,0,74,1,5
"Open Range",2003,67,123,0,0,74,1,6
"Cinemania",2003,67,124,0,0,74,1,7
"Tupac: Resurrection",2003,66,125,0,0,74,1,1
"Terminator 3: Rise of the Machines",2003,66,126,0,0,74,1,2
"Something's Gotta Give",2003,66,127,0,0,74,1,3
"Bolivia",2003,66,128,0,0,74,1,4
"Dog Days",2003,66,129,0,0,74,1,5
"El bonaerense",2003,66,130,0,0,74,1,6
"So Close",2003,66,131,0,0,74,1,7
"The Eye",2003,66,132,0,0,74,1,8
"Bend It Like Beckham",2003,66,133,0,0,74,1,9
"Tattoo",2003,66,134,0,0,74,1,10
"The Legend of Leigh Bowery",2003,65,135,0,0,74,1,1
"The Slaughter Rule",2003,65,136,0,0,74,1,2
"Washington Heights",2003,65,137,0,0,74,1,3
"Grazia's Island",2003,65,138,0,0,74,1,4
"L'Auberge Espagnole",2003,65,139,0,0,74,1,5
"Herod's Law",2003,64,140,0,0,74,1,1
"One Swallow Brought Spring",2003,64,141,0,0,74,1,2
"Elf",2003,64,142,0,0,74,1,3
"Sister Helen",2003,64,143,0,0,74,1,4
"Demonlover",2003,64,144,0,0,74,1,5
"Northfork",2003,64,145,0,0,74,1,6
"Mondays in the Sun",2003,64,146,0,0,74,1,7
"Gigantic (A Tale of Two Johns)",2003,64,147,0,0,74,1,8
"Identity",2003,64,148,0,0,74,1,9
"AKA",2003,64,149,0,0,74,1,10
"The Dancer Upstairs",2003,64,150,0,0,74,1,11
"Peter Pan",2003,64,151,0,0,74,1,12
"The Butterfly",2003,64,152,0,0,74,1,13
"Looney Tunes: Back in Action",2003,64,153,0,0,74,1,14
"Children of Love",2003,63,154,0,0,74,1,1
"Out of Time",2003,63,155,0,0,74,1,2
"He Loves Me... He Loves Me Not",2003,63,156,0,0,74,1,3
"Pirates of the Caribbean: The Curse of the Black Pearl",2003,63,157,0,0,74,1,4
"Suddenly",2003,63,158,0,0,74,1,5
"I Capture the Castle",2003,63,159,0,0,74,1,6
"The Same River Twice",2003,62,160,0,0,74,1,1
"Piglet's Big Movie",2003,62,161,0,0,74,1,2
"What Alice Found",2003,62,162,0,0,74,1,3
"The Matrix Reloaded",2003,62,163,0,0,74,1,4
"Stuck on You",2003,62,164,0,0,74,1,5
"Runaway Jury",2003,61,165,0,0,74,1,1
"11-Sep",2003,61,166,0,0,74,1,2
"Willard",2003,61,167,0,0,74,1,3
"Matchstick Men",2003,61,168,0,0,74,1,4
"Unknown Pleasures",2003,61,169,0,0,74,1,5
"Taking Sides",2003,61,170,0,0,74,1,6
"Blue Gate Crossing",2003,61,171,0,0,74,1,7
"The Backyard",2003,61,172,0,0,74,1,8
"Bugs!",2003,61,173,0,0,74,1,9
"Laurel Canyon",2003,61,174,0,0,74,1,10
"Cowboy Bebop the Movie: Knockin' on Heaven's Door",2003,61,175,0,0,74,1,11
"Together",2003,60,176,0,0,74,1,1
"Gloomy Sunday",2003,60,177,0,0,74,1,2
"Calendar Girls",2003,60,178,0,0,74,1,3
"Manic",2003,60,179,0,0,74,1,4
"The Rundown",2003,59,180,0,0,74,1,1
"Only the Strong Survive",2003,59,181,0,0,74,1,2
"The Princess Blade",2003,59,182,0,0,74,1,3
"Confidence",2003,59,183,0,0,74,1,4
"Madame Satã",2003,59,184,0,0,74,1,5
"The Shape of Things",2003,59,185,0,0,74,1,6
"Acts of Worship",2003,58,186,0,0,74,1,1
"Small Voices",2003,58,187,0,0,74,1,2
"The Safety of Objects",2003,58,188,0,0,74,1,3
"Shanghai Knights",2003,58,189,0,0,74,1,4
"Big Fish",2003,58,190,0,0,74,1,5
"Francis Ford Coppola Presents: The Legend of Suriyothai",2003,58,191,0,0,74,1,6
"Forget Baghdad: Jews and Arabs - The Iraqi Connection",2003,58,192,0,0,74,1,7
"May",2003,58,193,0,0,74,1,8
"The Holy Land",2003,58,194,0,0,74,1,9
"The Sea Is Watching",2003,57,195,0,0,74,1,1
"Spy Kids 3-D: Game Over",2003,57,196,0,0,74,1,2
"The Human Stain",2003,57,197,0,0,74,1,3
"My Life Without Me",2003,57,198,0,0,74,1,4
"Catching Out",2003,57,199,0,0,74,1,5
"City of Ghosts",2003,57,200,0,0,74,1,6
"Sideways",2004,94,1,1,0,132,10,1
"Moolaadé",2004,91,2,0,0,132,10,1
"The Incredibles",2004,90,3,0,0,132,10,1
"Before Sunset",2004,90,4,0,0,132,10,2
"House of Flying Daggers",2004,89,5,0,0,132,10,1
"Eternal Sunshine of the Spotless Mind",2004,89,6,0,0,132,10,2
"Serpico (re-release)",2004,87,7,0,0,132,10,1
"Maria Full of Grace",2004,87,8,0,0,132,10,2
"Tarnation",2004,87,9,0,0,132,10,3
"Million Dollar Baby",2004,86,10,1,1,132,10,1
"The Umbrellas of Cherbourg (re-released)",2004,86,11,0,0,132,10,2
"Los Angeles Plays Itself",2004,86,12,0,0,132,10,3
"Springtime in a Small Town",2004,86,13,0,0,132,10,4
"Festival Express",2004,85,14,0,0,132,10,1
"Spring, Summer, Fall, Winter... and Spring",2004,85,15,0,0,132,10,2
"Hero",2004,85,16,0,0,132,10,3
"Since Otar Left",2004,85,17,0,0,132,10,4
"Distant",2004,84,18,0,0,132,10,1
"Osama",2004,83,19,0,0,132,10,1
"Spider-Man 2",2004,83,20,0,0,132,10,2
"Vera Drake",2004,83,21,0,0,132,10,3
"Kill Bill: Vol. 2",2004,83,22,0,0,132,10,4
"Good Bye, Dragon Inn",2004,82,23,0,0,132,10,1
"Harry Potter and the Prisoner of Azkaban",2004,82,24,0,0,132,10,2
"The Agronomist",2004,82,25,0,0,132,10,3
"Touching the Void",2004,82,26,0,0,132,10,4
"The Return",2004,82,27,0,0,132,10,5
"The Twilight Samurai",2004,82,28,0,0,132,10,6
"Cowards Bend the Knee or The Blue Hands",2004,82,29,0,0,132,10,7
"The Story of the Weeping Camel",2004,81,30,0,0,132,10,1
"Bad Education",2004,81,31,0,0,132,10,2
"Tom Dowd & the Language of Music",2004,80,32,0,0,132,10,1
"Charlie: The Life and Art of Charles Chaplin",2004,80,33,0,0,132,10,2
"Riding Giants",2004,80,34,0,0,132,10,3
"Oasis",2004,79,35,0,0,132,10,1
"Hotel Rwanda",2004,79,36,0,0,132,10,2
"Kinsey",2004,79,37,0,0,132,10,3
"Bright Leaves",2004,79,38,0,0,132,10,4
"The Five Obstructions",2004,79,39,0,0,132,10,5
"Control Room",2004,79,40,0,0,132,10,6
"Lightning in a Bottle",2004,78,41,0,0,132,10,1
"Born Into Brothels: Calcutta's Red Light Kids",2004,78,42,0,0,132,10,2
"Blind Shaft",2004,78,43,0,0,132,10,3
"Lost Boys of Sudan",2004,78,44,0,0,132,10,4
"The Saddest Music in the World",2004,78,45,0,0,132,10,5
"Son frère",2004,78,46,0,0,132,10,6
"The Aviator",2004,77,47,1,0,132,10,1
"Notre musique",2004,77,48,0,0,132,10,2
"The Big Red One (re-release)",2004,77,49,0,0,132,10,3
"Blissfully Yours",2004,77,50,0,0,132,10,4
"Home of the Brave",2004,77,51,0,0,132,10,5
"Bukowski: Born into This",2004,77,52,0,0,132,10,6
"Dig!",2004,76,53,0,0,132,10,1
"A Very Long Engagement",2004,76,54,0,0,132,10,2
"This So-Called Disaster: Sam Shepard Directs the Late Henry Moss",2004,76,55,0,0,132,10,3
"Shaun of the Dead",2004,76,56,0,0,132,10,4
"The Manchurian Candidate",2004,76,57,0,0,132,10,5
"Fear and Trembling",2004,75,58,0,0,132,10,1
"MC5*: A True Testimonial",2004,75,59,0,0,132,10,2
"Knafayim Shvurot",2004,75,60,0,0,132,10,3
"A Talking Picture",2004,75,61,0,0,132,10,4
"Infernal Affairs",2004,75,62,0,0,132,10,5
"The Blind Swordsman: Zatoichi",2004,75,63,0,0,132,10,6
"Shrek 2",2004,75,64,0,0,132,10,7
"The Clay Bird",2004,75,65,0,0,132,10,8
"The Motorcycle Diaries",2004,75,66,0,0,132,10,9
"The Deserted Station",2004,75,67,0,0,132,10,10
"Kitchen Stories",2004,75,68,0,0,132,10,11
"Baadasssss!",2004,75,69,0,0,132,10,12
"Guerrilla: The Taking of Patty Hearst",2004,75,70,0,0,132,10,13
"S21: The Khmer Rouge Death Machine",2004,75,71,0,0,132,10,14
"On the Run",2004,75,72,0,0,132,10,15
"The Sea Inside",2004,74,73,0,0,132,10,1
"End of the Century",2004,74,74,0,0,132,10,2
"Red Lights",2004,74,75,0,0,132,10,3
"Raja",2004,74,76,0,0,132,10,4
"Mean Creek",2004,74,77,0,0,132,10,5
"In the Realms of the Unreal",2004,74,78,0,0,132,10,6
"The Keys to the House",2004,74,79,0,0,132,10,7
"Metallica: Some Kind of Monster",2004,74,80,0,0,132,10,8
"Teacher's Pet",2004,74,81,0,0,132,10,9
"Arna's Children",2004,73,82,0,0,132,10,1
"Chisholm '72: Unbought & Unbossed",2004,73,83,0,0,132,10,2
"Tokyo Godfathers",2004,73,84,0,0,132,10,3
"The Bourne Supremacy",2004,73,85,0,0,132,10,4
"Last Life in the Universe",2004,73,86,0,0,132,10,5
"Super Size Me",2004,73,87,0,0,132,10,6
"I'm Not Scared",2004,73,88,0,0,132,10,7
"Big Animal",2004,73,89,0,0,132,10,8
"After the Life",2004,73,90,0,0,132,10,9
"The Corporation",2004,73,91,0,0,132,10,10
"The Scandal",2004,73,92,0,0,132,10,11
"Ray",2004,73,93,1,0,132,10,12
"Broadway: The Golden Age, by the Legends Who Were There",2004,72,94,0,0,132,10,1
"Hellboy",2004,72,95,0,0,132,10,2
"The Mother",2004,72,96,0,0,132,10,3
"The Woodsman",2004,72,97,0,0,132,10,4
"Time of the Wolf",2004,71,98,0,0,132,10,1
"Intimate Strangers",2004,71,99,0,0,132,10,2
"The Tracker",2004,71,100,0,0,132,10,3
"Dolls",2004,71,101,0,0,132,10,4
"Superstar in a Housedress",2004,71,102,0,0,132,10,5
"Aileen: Life and Death of a Serial Killer",2004,71,103,0,0,132,10,6
"Deadline",2004,71,104,0,0,132,10,7
"Divan",2004,71,105,0,0,132,10,8
"Collateral",2004,71,106,0,0,132,10,9
"Carandiru",2004,71,107,0,0,132,10,10
"Mayor of the Sunset Strip",2004,71,108,0,0,132,10,11
"Empathy",2004,70,109,0,0,132,10,1
"Friday Night Lights",2004,70,110,0,0,132,10,2
"Going Upriver: The Long War of John Kerry",2004,70,111,0,0,132,10,3
"Our Father",2004,70,112,0,0,132,10,4
"Donkey Skin (re-release)",2004,70,113,0,0,132,10,5
"Strayed",2004,70,114,0,0,132,10,6
"Imelda",2004,69,115,0,0,132,10,1
"People Say I'm Crazy",2004,69,116,0,0,132,10,2
"Collateral Damages",2004,69,117,0,0,132,10,3
"Vodka Lemon",2004,69,118,0,0,132,10,4
"Wilbur Wants to Kill Himself",2004,69,119,0,0,132,10,5
"The Yes Men",2004,68,120,0,0,132,10,1
"Hearts and Minds (re-release)",2004,68,121,0,0,132,10,2
"Noi the Albino",2004,68,122,0,0,132,10,3
"Goodbye Lenin!",2004,68,123,0,0,132,10,4
"Bon voyage",2004,68,124,0,0,132,10,5
"Miracle",2004,68,125,0,0,132,10,6
"Purple Butterfly",2004,68,126,0,0,132,10,7
"The Inheritance",2004,68,127,0,0,132,10,8
"Primer",2004,68,128,0,0,132,10,9
"Almost Peaceful",2004,67,129,0,0,132,10,1
"The Door in the Floor",2004,67,130,0,0,132,10,2
"Fahrenheit 9/11",2004,67,131,0,0,132,10,3
"Finding Neverland",2004,67,132,1,0,132,10,4
"Young Adam",2004,67,133,0,0,132,10,5
"Jesus, You Know",2004,67,134,0,0,132,10,6
"Garden State",2004,67,135,0,0,132,10,7
"Hiding and Seeking: Faith and Tolerance After the Holocaust",2004,67,136,0,0,132,10,8
"The Take",2004,66,137,0,0,132,10,1
"Zelary",2004,66,138,0,0,132,10,2
"In Good Company",2004,66,139,0,0,132,10,3
"Ghost in the Shell 2: Innocence",2004,66,140,0,0,132,10,4
"Game Over: Kasparov and the Machine",2004,66,141,0,0,132,10,5
"Voices of Iraq",2004,66,142,0,0,132,10,6
"We Don't Live Here Anymore",2004,66,143,0,0,132,10,7
"The SpongeBob SquarePants Movie",2004,66,144,0,0,132,10,8
"Mean Girls",2004,66,145,0,0,132,10,9
"Robot Stories",2004,66,146,0,0,132,10,10
"Tying the Knot",2004,65,147,0,0,132,10,1
"Coffee and Cigarettes",2004,65,148,0,0,132,10,2
"Closer",2004,65,149,0,0,132,10,3
"Howard Zinn: You Can't Be Neutral on a Moving Train",2004,65,150,0,0,132,10,4
"Being Julia",2004,65,151,0,0,132,10,5
"The Seagull's Laughter",2004,65,152,0,0,132,10,6
"A Tale of Two Sisters",2004,65,153,0,0,132,10,7
"Ae Fond Kiss...",2004,65,154,0,0,132,10,8
"Daughters of the Sun",2004,65,155,0,0,132,10,9
"James' Journey to Jerusalem",2004,65,156,0,0,132,10,10
"Sky Captain and the World of Tomorrow",2004,64,157,0,0,132,10,1
"Napoleon Dynamite",2004,64,158,0,0,132,10,2
"Tae Guk Gi: The Brotherhood of War",2004,64,159,0,0,132,10,3
"Father and Son",2004,64,160,0,0,132,10,4
"Paper Clips",2004,64,161,0,0,132,10,5
"Harold & Kumar Go to White Castle",2004,64,162,0,0,132,10,6
"Team America: World Police",2004,64,163,0,0,132,10,7
"Intermission",2004,64,164,0,0,132,10,8
"Silent Water",2004,64,165,0,0,132,10,9
"Stage Beauty",2004,64,166,0,0,132,10,10
"Bright Young Things",2004,64,167,0,0,132,10,11
"Bright Future",2004,64,168,0,0,132,10,12
"Sex Is Comedy",2004,63,169,0,0,132,10,1
"Yves Saint Laurent 5 avenue Marceau 75116 Paris",2004,63,170,0,0,132,10,2
"The Merchant of Venice",2004,63,171,0,0,132,10,3
"The Blonds",2004,63,172,0,0,132,10,4
"Cachorro",2004,63,173,0,0,132,10,5
"Anchorman: The Legend of Ron Burgundy",2004,63,174,0,0,132,10,6
"Two Brothers",2004,63,175,0,0,132,10,7
"The Assassination of Richard Nixon",2004,63,176,0,0,132,10,8
"Undertow",2004,63,177,0,0,132,10,9
"Persons of Interest",2004,63,178,0,0,132,10,10
"Open Water",2004,63,179,0,0,132,10,11
"Freestyle: The Art of Rhyme",2004,63,180,0,0,132,10,12
"Stander",2004,62,181,0,0,132,10,1
"Postmen in the Mountains",2004,62,182,0,0,132,10,2
"Lemony Snicket's A Series of Unfortunate Events",2004,62,183,0,0,132,10,3
"Farmingville",2004,62,184,0,0,132,10,4
"Saved!",2004,62,185,0,0,132,10,5
"The Dreamers",2004,62,186,0,0,132,10,6
"Incident at Loch Ness",2004,62,187,0,0,132,10,7
"A Silent Love",2004,62,188,0,0,132,10,8
"The Mudge Boy",2004,62,189,0,0,132,10,9
"The Life Aquatic with Steve Zissou",2004,62,190,0,0,132,10,10
"The Polar Express",2004,61,191,0,0,132,10,1
"Word Wars",2004,61,192,0,0,132,10,2
"I'll Sing for You",2004,61,193,0,0,132,10,3
"Criminal",2004,61,194,0,0,132,10,4
"Enduring Love",2004,61,195,0,0,132,10,5
"The Machinist",2004,61,196,0,0,132,10,6
"An Amazing Couple",2004,61,197,0,0,132,10,7
"Morlang",2004,60,198,0,0,132,10,1
"WMD: Weapons of Mass Deception",2004,60,199,0,0,132,10,2
"Uncovered: The Whole Truth About the Iraq War",2004,60,200,0,0,132,10,3
"The Best of Youth",2005,89,1,0,0,130,130,1
"Capote",2005,88,2,1,0,130,130,1
"Nobody Knows",2005,88,3,0,0,130,130,2
"Wallace & Gromit: The Curse of the Were-Rabbit",2005,87,4,0,0,130,130,1
"Brokeback Mountain",2005,87,5,1,0,130,130,2
"Murderball",2005,87,6,0,0,130,130,3
"Grizzly Man",2005,87,7,0,0,130,130,4
"Turtles Can Fly",2005,85,8,0,0,130,130,1
"The Intruder",2005,85,9,0,0,130,130,2
"The Big Risk",2005,84,10,0,0,130,130,1
"Darwin's Nightmare",2005,84,11,0,0,130,130,2
"Kings & Queen",2005,84,12,0,0,130,130,3
"Corpse Bride",2005,83,13,0,0,130,130,1
"Hidden",2005,83,14,0,0,130,130,2
"The White Diamond",2005,83,15,0,0,130,130,3
"Enron: The Smartest Guys in the Room",2005,82,16,0,0,130,130,1
"Duma",2005,82,17,0,0,130,130,2
"The Constant Gardener",2005,82,18,0,0,130,130,3
"Pride & Prejudice",2005,82,19,0,0,130,130,4
"The Squid and the Whale",2005,82,20,0,0,130,130,5
"Downfall",2005,82,21,0,0,130,130,6
"My Summer of Love",2005,82,22,0,0,130,130,7
"Memories of Murder",2005,82,23,0,0,130,130,8
"Gilles' Wife",2005,82,24,0,0,130,130,9
"A History of Violence",2005,81,25,0,0,130,130,1
"Ballets Russes",2005,81,26,0,0,130,130,2
"Harry Potter and the Goblet of Fire",2005,81,27,0,0,130,130,3
"King Kong",2005,81,28,0,0,130,130,4
"The World",2005,81,29,0,0,130,130,5
"Shake Hands with the Devil: The Journey of Roméo Dallaire",2005,80,30,0,0,130,130,1
"Junebug",2005,80,31,0,0,130,130,2
"Café Lumière",2005,80,32,0,0,130,130,3
